category,method,path,controller,action,legacy_file,status,note
2-PLAYER,GET,/players/track-spending/transactions/get/:id,PlayerController,getTrackSpendingTxData,backend.js,EXISTS,B5-rest /api/admin/players/:id/transactions (PR #203)
3-GAMEPLAY,POST,/game1/purchaseTickets,GameController,purchaseTickets,backend.js,EXISTS,Erstattet av socket bet:arm + /api/admin/rooms room-ready
3-GAMEPLAY,GET,/sms-advertisement,advertisementController,view,backend.js,NOT-NEEDED,SMS-advarsler ikke pilot-kritiske; ingen SMS-provider i ny stack (PM-beslutning 2026-04-18)
3-GAMEPLAY,GET,/sms-advertisement/search-players,advertisementController,searchPlayers,backend.js,NOT-NEEDED,SMS-advarsler ikke pilot-kritiske; ingen SMS-provider i ny stack (PM-beslutning 2026-04-18)
3-GAMEPLAY,POST,/sms-advertisement/send-sms-notification,advertisementController,sendSmsNotification,backend.js,NOT-NEEDED,SMS-advarsler ikke pilot-kritiske; ingen SMS-provider i ny stack (PM-beslutning 2026-04-18)
5-WALLET,GET,/notifications/count/hall/:hallId,transactionController,getNotificationsCount,backend.js,EXISTS,/api/notifications dekker
1-AUTH,GET,/backend,Inline,(inline handler),backend.js,NOT-NEEDED,Static page / legacy web bootstrap
1-AUTH,GET,/csvImport,Inline,(inline handler),backend.js,NOT-NEEDED,Static page / legacy web bootstrap
1-AUTH,GET,/webview,Inline,(inline handler),backend.js,NOT-NEEDED,Static page / legacy web bootstrap
5-WALLET,POST,/api/games/candy/launch,Inline,(inline handler),integration.js,EXISTS,BIN-588 ext-wallet / Candy launch covered
5-WALLET,GET,/api/ext-wallet/balance,Inline,(inline handler),integration.js,EXISTS,BIN-588 ext-wallet / Candy launch covered
5-WALLET,POST,/api/ext-wallet/debit,Inline,(inline handler),integration.js,EXISTS,BIN-588 ext-wallet / Candy launch covered
5-WALLET,POST,/api/ext-wallet/credit,Inline,(inline handler),integration.js,EXISTS,BIN-588 ext-wallet / Candy launch covered
5-WALLET,GET,/api/ext-wallet/diag,Inline,(inline handler),integration.js,EXISTS,BIN-588 ext-wallet / Candy launch covered
1-AUTH,GET,/Payment,Auth,payment,frontend.js,NOT-NEEDED,Legacy HTML page — erstattet av /api/auth/* + React
1-AUTH,GET,/resetPassword/:token,Auth,playerResetPassword,frontend.js,NOT-NEEDED,Legacy HTML page — erstattet av /api/auth/* + React
1-AUTH,POST,/resetPassword/:token,Auth,playerPostResetPassword,frontend.js,EXISTS,/api/auth/forgot-password
1-AUTH,GET,/player/reset-password/:token,Auth,resetImportedPlayerPassword,frontend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
1-AUTH,POST,/player/reset-password/:token,Auth,postResetImportedPlayerPassword,frontend.js,EXISTS,/api/auth/forgot-password
